fecha,linea,turno,envase,maquina,toma,kg,und,baja
2026-03-08,2,2,3500162,3,1,14.0,67,true
2026-03-08,2,2,3500162,4,1,10.0,48,true
2026-03-08,2,2,3500162,5,1,10.0,48,true
2026-03-08,2,2,3500162,6,1,9.0,43,true
2026-03-08,2,2,3500162,7,1,8.0,39,true
2026-03-08,2,2,3500162,8,1,17.0,81,true
2026-03-08,2,2,3500162,9,1,10.0,48,true
2026-03-08,2,2,3500162,10,1,14.0,67,true
2026-03-08,2,2,3500162,11,1,12.0,58,true
2026-03-08,2,2,3500162,12,1,15.0,72,true
2026-03-08,2,2,3500162,13,1,13.0,62,true
2026-03-08,4,2,3501430,1,1,19.0,60,true
2026-03-08,4,2,3501430,2,1,13.0,41,true
2026-03-08,4,2,3501430,3,1,14.0,44,true
2026-03-08,4,2,3501430,4,1,9.0,29,true
2026-03-08,4,2,3501430,5,1,15.0,47,true
2026-03-08,4,2,3501430,6,1,12.0,38,true
2026-03-08,4,2,3501430,7,1,11.0,35,true
2026-03-08,4,2,3501430,8,1,20.0,63,true
2026-03-08,4,2,3501430,9,1,10.0,32,true
2026-03-08,4,2,3501430,10,1,13.0,41,true
2026-03-08,4,2,3501430,11,1,18.0,57,true
2026-03-08,4,2,3501430,12,1,17.0,53,true
2026-03-08,4,2,3501430,13,1,19.0,60,true
2026-03-08,1,3,3500005,1,1,11.0,63,true
2026-03-08,1,3,3500005,2,1,12.0,68,true
2026-03-08,1,3,3500005,3,1,10.0,57,true
2026-03-08,1,3,3500005,4,1,9.0,51,true
2026-03-08,1,3,3500005,5,1,5.0,29,true
2026-03-08,1,3,3500005,6,1,7.0,40,true
2026-03-08,1,3,3500005,7,1,10.0,57,true
2026-03-08,1,3,3500005,8,1,29.0,164,true
2026-03-08,1,3,3500005,9,1,10.0,57,true
2026-03-08,1,3,3500005,10,1,11.0,63,true
2026-03-08,1,3,3500005,11,1,19.0,108,true
2026-03-08,1,3,3500005,12,1,21.0,119,true
2026-03-08,1,3,3500005,13,1,17.0,97,true
2026-03-08,2,3,3500162,1,1,19.0,91,true
2026-03-08,2,3,3500162,2,1,12.0,58,true
2026-03-08,2,3,3500162,3,1,16.0,77,true
2026-03-08,2,3,3500162,4,1,10.0,48,true
2026-03-08,2,3,3500162,5,1,9.0,43,true
2026-03-08,2,3,3500162,6,1,13.0,62,true
2026-03-08,2,3,3500162,7,1,10.0,48,true
2026-03-08,2,3,3500162,8,1,29.0,139,true
2026-03-08,2,3,3500162,9,1,12.0,58,true
2026-03-08,2,3,3500162,10,1,14.0,67,true
2026-03-08,2,3,3500162,11,1,12.0,58,true
2026-03-08,2,3,3500162,12,1,20.0,96,true
2026-03-08,2,3,3500162,13,1,14.0,67,true
2026-03-08,4,3,3501430,1,1,22.0,69,true
2026-03-08,4,3,3501430,2,1,17.0,53,true
2026-03-08,4,3,3501430,3,1,19.0,60,true
2026-03-08,4,3,3501430,4,1,10.0,32,true
2026-03-08,4,3,3501430,5,1,14.0,44,true
2026-03-08,4,3,3501430,6,1,17.0,53,true
2026-03-08,4,3,3501430,7,1,10.0,32,true
2026-03-08,4,3,3501430,8,1,30.0,94,true
2026-03-08,4,3,3501430,9,1,14.0,44,true
2026-03-08,4,3,3501430,10,1,10.0,32,true
2026-03-08,4,3,3501430,11,1,18.0,57,true
2026-03-08,4,3,3501430,12,1,29.0,91,true
2026-03-08,4,3,3501430,13,1,21.0,66,true
2026-03-09,1,2,3500005,1,1,26.0,147,true
2026-03-09,1,2,3500005,2,1,21.0,119,true
2026-03-09,1,2,3500005,3,1,22.0,125,true
2026-03-09,1,2,3500005,4,1,23.0,130,true
2026-03-09,1,2,3500005,5,1,24.0,136,true
2026-03-09,1,2,3500005,6,1,42.0,238,true
2026-03-09,1,2,3500005,7,1,14.0,80,true
2026-03-09,1,2,3500005,8,1,12.0,68,true
2026-03-09,1,2,3500005,9,1,12.0,68,true
2026-03-09,1,2,3500005,10,1,11.0,63,true
2026-03-09,1,2,3500005,11,1,11.0,63,true
2026-03-09,1,2,3500005,12,1,10.0,57,true
2026-03-09,1,2,3500005,13,1,23.0,130,true
2026-03-09,2,2,412644,1,1,27.0,129,true
2026-03-09,2,2,412644,2,1,24.0,115,true
2026-03-09,2,2,412644,3,1,22.0,105,true
2026-03-09,2,2,412644,4,1,21.0,100,true
2026-03-09,2,2,412644,5,1,21.0,100,true
2026-03-09,2,2,412644,6,1,41.0,196,true
2026-03-09,2,2,412644,7,1,14.0,67,true
2026-03-09,2,2,412644,8,1,12.0,58,true
2026-03-09,2,2,412644,9,1,12.0,58,true
2026-03-09,2,2,412644,10,1,11.0,53,true
2026-03-09,2,2,412644,11,1,10.0,48,true
2026-03-09,2,2,412644,12,1,19.0,91,true
2026-03-09,2,2,412644,13,1,11.0,53,true
2026-03-09,4,2,3501226,1,1,29.0,157,true
2026-03-09,4,2,3501226,2,1,21.0,114,true
2026-03-09,4,2,3501226,3,1,26.0,141,true
2026-03-09,4,2,3501226,4,1,21.0,114,true
2026-03-09,4,2,3501226,5,1,27.0,146,true
2026-03-09,4,2,3501226,6,1,38.0,206,true
2026-03-09,4,2,3501226,7,1,16.0,87,true
2026-03-09,4,2,3501226,8,1,14.0,76,true
2026-03-09,4,2,3501226,9,1,11.0,60,true
2026-03-09,4,2,3501226,10,1,11.0,60,true
2026-03-09,4,2,3501226,11,1,11.0,60,true
2026-03-09,4,2,3501226,12,1,11.0,60,true
2026-03-09,4,2,3501226,13,1,23.0,125,true
2026-03-09,1,2,3500005,1,2,28.0,159,true
2026-03-09,1,2,3500005,2,2,32.0,181,true
2026-03-09,1,2,3500005,3,2,22.0,125,true
2026-03-09,1,2,3500005,4,2,18.0,102,true
2026-03-09,1,2,3500005,5,2,19.0,108,true
2026-03-09,1,2,3500005,6,2,23.0,130,true
2026-03-09,1,2,3500005,7,2,12.0,68,true
2026-03-09,1,2,3500005,8,2,12.0,68,true
2026-03-09,1,2,3500005,9,2,10.0,57,true
2026-03-09,1,2,3500005,10,2,14.0,80,true
2026-03-09,1,2,3500005,11,2,9.0,51,true
2026-03-09,1,2,3500005,12,2,12.0,68,true
2026-03-09,1,2,3500005,13,2,16.0,91,true
2026-03-09,2,2,412644,1,2,18.0,86,true
2026-03-09,2,2,412644,2,2,20.0,96,true
2026-03-09,2,2,412644,3,2,12.0,58,true
2026-03-09,2,2,412644,4,2,14.0,67,true
2026-03-09,2,2,412644,5,2,10.0,48,true
2026-03-09,2,2,412644,6,2,27.0,129,true
2026-03-09,2,2,412644,7,2,11.0,53,true
2026-03-09,2,2,412644,8,2,14.0,67,true
2026-03-09,2,2,412644,9,2,12.0,58,true
2026-03-09,2,2,412644,10,2,9.0,43,true
2026-03-09,2,2,412644,11,2,8.0,39,true
2026-03-09,2,2,412644,12,2,14.0,67,true
2026-03-09,2,2,412644,13,2,18.0,86,true
2026-03-09,4,2,3501226,1,2,22.0,119,true
2026-03-09,4,2,3501226,2,2,32.0,173,true
2026-03-09,4,2,3501226,3,2,12.0,65,true
2026-03-09,4,2,3501226,4,2,10.0,55,true
2026-03-09,4,2,3501226,5,2,9.0,49,true
2026-03-09,4,2,3501226,6,2,16.0,87,true
2026-03-09,4,2,3501226,7,2,8.0,44,true
2026-03-09,4,2,3501226,8,2,8.0,44,true
2026-03-09,4,2,3501226,9,2,10.0,55,true
2026-03-09,4,2,3501226,10,2,7.0,38,true
2026-03-09,4,2,3501226,11,2,10.0,55,true
2026-03-09,4,2,3501226,12,2,12.0,65,true
2026-03-09,4,2,3501226,13,2,10.0,55,true
2026-03-11,1,1,3500005,1,1,14.0,80,true
2026-03-11,1,1,3500005,2,1,19.0,108,true
2026-03-11,1,1,3500005,3,1,26.0,147,true
2026-03-11,1,1,3500005,4,1,36.0,204,true
2026-03-11,1,1,3500005,5,1,14.0,80,true
2026-03-11,1,1,3500005,6,1,32.0,181,true
2026-03-11,1,1,3500005,7,1,11.0,63,true
2026-03-11,1,1,3500005,8,1,12.0,68,true
2026-03-11,1,1,3500005,9,1,10.0,57,true
2026-03-11,1,1,3500005,10,1,11.0,63,true
2026-03-11,1,1,3500005,11,1,12.0,68,true
2026-03-11,1,1,3500005,12,1,18.0,102,true
2026-03-11,1,1,3500005,13,1,31.0,176,true
2026-03-11,2,1,412644,1,1,18.0,86,true
2026-03-11,2,1,412644,2,1,36.0,172,true
2026-03-11,2,1,412644,3,1,28.0,134,true
2026-03-11,2,1,412644,4,1,19.0,91,true
2026-03-11,2,1,412644,5,1,22.0,105,true
2026-03-11,2,1,412644,6,1,40.0,191,true
2026-03-11,2,1,412644,7,1,18.0,86,true
2026-03-11,2,1,412644,8,1,12.0,58,true
2026-03-11,2,1,412644,9,1,14.0,67,true
2026-03-11,2,1,412644,10,1,17.0,81,true
2026-03-11,2,1,412644,11,1,22.0,105,true
2026-03-11,2,1,412644,12,1,34.0,162,true
2026-03-11,2,1,412644,13,1,27.0,129,true
2026-03-11,4,1,3501226,1,1,19.0,103,true
2026-03-11,4,1,3501226,2,1,26.0,141,true
2026-03-11,4,1,3501226,3,1,38.0,206,true
2026-03-11,4,1,3501226,4,1,32.0,173,true
2026-03-11,4,1,3501226,5,1,16.0,87,true
2026-03-11,4,1,3501226,6,1,34.0,184,true
2026-03-11,4,1,3501226,7,1,12.0,65,true
2026-03-11,4,1,3501226,8,1,9.0,49,true
2026-03-11,4,1,3501226,9,1,13.0,71,true
2026-03-11,4,1,3501226,10,1,10.0,55,true
2026-03-11,4,1,3501226,11,1,16.0,87,true
2026-03-11,4,1,3501226,12,1,22.0,119,true
2026-03-11,4,1,3501226,13,1,39.0,211,true
2026-03-11,6,1,3500888,1,1,20.0,33,true
2026-03-11,6,1,3500888,2,1,22.0,36,true
2026-03-11,6,1,3500888,3,1,14.0,23,true
2026-03-11,6,1,3500888,4,1,14.0,23,true
2026-03-11,6,1,3500888,5,1,12.0,20,true
2026-03-11,6,1,3500888,6,1,26.0,42,true
2026-03-11,6,1,3500888,7,1,10.0,17,true
2026-03-11,6,1,3500888,8,1,9.0,15,true
2026-03-11,6,1,3500888,9,1,11.0,18,true
2026-03-11,6,1,3500888,10,1,8.0,13,true
2026-03-11,6,1,3500888,11,1,14.0,23,true
2026-03-11,6,1,3500888,12,1,18.0,30,true
2026-03-11,6,1,3500888,13,1,17.0,28,true
2026-03-11,1,1,3500005,1,2,31.0,176,true
2026-03-11,1,1,3500005,2,2,30.0,170,true
2026-03-11,1,1,3500005,3,2,26.0,147,true
2026-03-11,1,1,3500005,4,2,24.0,136,true
2026-03-11,1,1,3500005,5,2,21.0,119,true
2026-03-11,1,1,3500005,6,2,42.0,238,true
2026-03-11,1,1,3500005,7,2,16.0,91,true
2026-03-11,1,1,3500005,8,2,14.0,80,true
2026-03-11,1,1,3500005,9,2,12.0,68,true
2026-03-11,1,1,3500005,10,2,12.0,68,true
2026-03-11,1,1,3500005,11,2,10.0,57,true
2026-03-11,1,1,3500005,12,2,10.0,57,true
2026-03-11,1,1,3500005,13,2,21.0,119,true
2026-03-11,2,1,3501430,1,1,26.0,82,true
2026-03-11,2,1,3501430,2,1,20.0,63,true
2026-03-11,2,1,3501430,3,1,21.0,66,true
2026-03-11,2,1,3501430,4,1,21.0,66,true
2026-03-11,2,1,3501430,5,1,20.0,63,true
2026-03-11,2,1,3501430,6,1,41.0,128,true
2026-03-11,2,1,3501430,7,1,16.0,50,true
2026-03-11,2,1,3501430,8,1,14.0,44,true
2026-03-11,2,1,3501430,9,1,12.0,38,true
2026-03-11,2,1,3501430,10,1,12.0,38,true
2026-03-11,2,1,3501430,11,1,12.0,38,true
2026-03-11,2,1,3501430,12,1,12.0,38,true
2026-03-11,2,1,3501430,13,1,22.0,69,true
2026-03-11,4,1,3501226,1,2,32.0,173,true
2026-03-11,4,1,3501226,2,2,31.0,168,true
2026-03-11,4,1,3501226,3,2,30.0,163,true
2026-03-11,4,1,3501226,4,2,20.0,109,true
2026-03-11,4,1,3501226,5,2,29.0,157,true
2026-03-11,4,1,3501226,6,2,53.0,287,true
2026-03-11,4,1,3501226,7,2,14.0,76,true
2026-03-11,4,1,3501226,8,2,12.0,65,true
2026-03-11,4,1,3501226,9,2,11.0,60,true
2026-03-11,4,1,3501226,10,2,16.0,87,true
2026-03-11,4,1,3501226,11,2,11.0,60,true
2026-03-11,4,1,3501226,12,2,10.0,55,true
2026-03-11,4,1,3501226,13,2,18.0,98,true
2026-03-11,6,1,3500888,1,2,29.0,47,true
2026-03-11,6,1,3500888,2,2,20.0,33,true
2026-03-11,6,1,3500888,3,2,10.0,17,true
2026-03-11,6,1,3500888,4,2,14.0,23,true
2026-03-11,6,1,3500888,5,2,14.0,23,true
2026-03-11,6,1,3500888,6,2,22.0,36,true
2026-03-11,6,1,3500888,7,2,10.0,17,true
2026-03-11,6,1,3500888,8,2,4.0,7,true
2026-03-11,6,1,3500888,9,2,9.0,15,true
2026-03-11,6,1,3500888,10,2,9.0,15,true
2026-03-11,6,1,3500888,11,2,9.0,15,true
2026-03-11,6,1,3500888,12,2,9.0,15,true
2026-03-11,6,1,3500888,13,2,17.0,28,true
2026-03-12,1,3,3500005,1,1,16.0,91,true
2026-03-12,1,3,3500005,2,1,10.0,57,true
2026-03-12,1,3,3500005,3,1,11.0,63,true
2026-03-12,1,3,3500005,4,1,9.0,51,true
2026-03-12,1,3,3500005,5,1,8.0,46,true
2026-03-12,1,3,3500005,6,1,21.0,119,true
2026-03-12,1,3,3500005,7,1,12.0,68,true
2026-03-12,1,3,3500005,8,1,10.0,57,true
2026-03-12,1,3,3500005,9,1,10.0,57,true
2026-03-12,1,3,3500005,10,1,11.0,63,true
2026-03-12,1,3,3500005,11,1,11.0,63,true
2026-03-12,1,3,3500005,12,1,11.0,63,true
2026-03-12,1,3,3500005,13,1,11.0,63,true
2026-03-12,2,3,3501430,1,1,16.0,50,true
2026-03-12,2,3,3501430,2,1,10.0,32,true
2026-03-12,2,3,3501430,3,1,15.0,47,true
2026-03-12,2,3,3501430,4,1,10.0,32,true
2026-03-12,2,3,3501430,5,1,12.0,38,true
2026-03-12,2,3,3501430,6,1,21.0,66,true
2026-03-12,2,3,3501430,7,1,10.0,32,true
2026-03-12,2,3,3501430,8,1,10.0,32,true
2026-03-12,2,3,3501430,9,1,11.0,35,true
2026-03-12,2,3,3501430,10,1,12.0,38,true
2026-03-12,2,3,3501430,11,1,16.0,50,true
2026-03-12,2,3,3501430,12,1,11.0,35,true
2026-03-12,2,3,3501430,13,1,11.0,35,true
2026-03-12,4,3,3501226,1,1,16.0,87,true
2026-03-12,4,3,3501226,2,1,22.0,119,true
2026-03-12,4,3,3501226,3,1,24.0,130,true
2026-03-12,4,3,3501226,4,1,19.0,103,true
2026-03-12,4,3,3501226,5,1,26.0,141,true
2026-03-12,4,3,3501226,6,1,10.0,55,true
2026-03-12,4,3,3501226,7,1,10.0,55,true
2026-03-12,4,3,3501226,8,1,11.0,60,true
2026-03-12,4,3,3501226,9,1,12.0,65,true
2026-03-12,4,3,3501226,10,1,10.0,55,true
2026-03-12,4,3,3501226,11,1,11.0,60,true
2026-03-12,4,3,3501226,12,1,10.0,55,true
2026-03-12,4,3,3501226,13,1,0.0,0,true
2026-03-12,6,3,3500888,1,1,20.0,33,true
2026-03-12,6,3,3500888,2,1,30.0,49,true
2026-03-12,6,3,3500888,3,1,10.0,17,true
2026-03-12,6,3,3500888,4,1,16.0,26,true
2026-03-12,6,3,3500888,5,1,18.0,30,true
2026-03-12,6,3,3500888,6,1,39.0,63,true
2026-03-12,6,3,3500888,7,1,11.0,18,true
2026-03-12,6,3,3500888,8,1,10.0,17,true
2026-03-12,6,3,3500888,9,1,10.0,17,true
2026-03-12,6,3,3500888,10,1,11.0,18,true
2026-03-12,6,3,3500888,11,1,11.0,18,true
2026-03-12,6,3,3500888,12,1,12.0,20,true
2026-03-12,6,3,3500888,13,1,10.0,17,true
2026-03-12,1,1,3500005,1,1,32.0,181,true
2026-03-12,1,1,3500005,2,1,13.0,74,true
2026-03-12,1,1,3500005,3,1,16.0,91,true
2026-03-12,1,1,3500005,4,1,12.0,68,true
2026-03-12,1,1,3500005,5,1,11.0,63,true
2026-03-12,1,1,3500005,6,1,22.0,125,true
2026-03-12,1,1,3500005,7,1,11.0,63,true
2026-03-12,1,1,3500005,8,1,9.0,51,true
2026-03-12,1,1,3500005,9,1,7.0,40,true
2026-03-12,1,1,3500005,10,1,10.0,57,true
2026-03-12,1,1,3500005,11,1,12.0,68,true
2026-03-12,1,1,3500005,12,1,14.0,80,true
2026-03-12,1,1,3500005,13,1,19.0,108,true
2026-03-12,2,1,3501430,1,1,21.0,66,true
2026-03-12,2,1,3501430,2,1,32.0,100,true
2026-03-12,2,1,3501430,3,1,14.0,44,true
2026-03-12,2,1,3501430,4,1,12.0,38,true
2026-03-12,2,1,3501430,5,1,11.0,35,true
2026-03-12,2,1,3501430,6,1,26.0,82,true
2026-03-12,2,1,3501430,7,1,12.0,38,true
2026-03-12,2,1,3501430,8,1,9.0,29,true
2026-03-12,2,1,3501430,9,1,11.0,35,true
2026-03-12,2,1,3501430,10,1,10.0,32,true
2026-03-12,2,1,3501430,11,1,12.0,38,true
2026-03-12,2,1,3501430,12,1,16.0,50,true
2026-03-12,2,1,3501430,13,1,21.0,66,true
2026-03-12,4,1,3501226,1,1,18.0,98,true
2026-03-12,4,1,3501226,2,1,32.0,173,true
2026-03-12,4,1,3501226,3,1,12.0,65,true
2026-03-12,4,1,3501226,4,1,16.0,87,true
2026-03-12,4,1,3501226,5,1,14.0,76,true
2026-03-12,4,1,3501226,6,1,27.0,146,true
2026-03-12,4,1,3501226,7,1,11.0,60,true
2026-03-12,4,1,3501226,8,1,10.0,55,true
2026-03-12,4,1,3501226,9,1,14.0,76,true
2026-03-12,4,1,3501226,10,1,16.0,87,true
2026-03-12,4,1,3501226,11,1,12.0,65,true
2026-03-12,4,1,3501226,12,1,18.0,98,true
2026-03-12,4,1,3501226,13,1,20.0,109,true
2026-03-12,6,1,3500888,1,1,12.0,20,true
2026-03-12,6,1,3500888,2,1,16.0,26,true
2026-03-12,6,1,3500888,3,1,18.0,30,true
2026-03-12,6,1,3500888,4,1,16.0,26,true
2026-03-12,6,1,3500888,5,1,12.0,20,true
2026-03-12,6,1,3500888,6,1,22.0,36,true
2026-03-12,6,1,3500888,7,1,10.0,17,true
2026-03-12,6,1,3500888,8,1,9.0,15,true
2026-03-12,6,1,3500888,9,1,12.0,20,true
2026-03-12,6,1,3500888,10,1,11.0,18,true
2026-03-12,6,1,3500888,11,1,14.0,23,true
2026-03-12,6,1,3500888,12,1,10.0,17,true
2026-03-12,6,1,3500888,13,1,16.0,26,true
2026-03-12,1,2,3500005,1,1,31.0,176,true
2026-03-12,1,2,3500005,2,1,26.0,147,true
2026-03-12,1,2,3500005,3,1,24.0,136,true
2026-03-12,1,2,3500005,4,1,22.0,125,true
2026-03-12,1,2,3500005,5,1,21.0,119,true
2026-03-12,1,2,3500005,6,1,41.0,232,true
2026-03-12,1,2,3500005,7,1,14.0,80,true
2026-03-12,1,2,3500005,8,1,12.0,68,true
2026-03-12,1,2,3500005,9,1,11.0,63,true
2026-03-12,1,2,3500005,10,1,10.0,57,true
2026-03-12,1,2,3500005,11,1,9.0,51,true
2026-03-12,1,2,3500005,12,1,9.0,51,true
2026-03-12,1,2,3500005,13,1,17.0,97,true
2026-03-12,2,2,3501430,1,1,30.0,94,true
2026-03-12,2,2,3501430,2,1,28.0,88,true
2026-03-12,2,2,3501430,3,1,25.0,78,true
2026-03-12,2,2,3501430,4,1,26.0,82,true
2026-03-12,2,2,3501430,5,1,21.0,66,true
2026-03-12,2,2,3501430,6,1,42.0,131,true
2026-03-12,2,2,3501430,7,1,16.0,50,true
2026-03-12,2,2,3501430,8,1,14.0,44,true
2026-03-12,2,2,3501430,9,1,12.0,38,true
2026-03-12,2,2,3501430,10,1,11.0,35,true
2026-03-12,2,2,3501430,11,1,12.0,38,true
2026-03-12,2,2,3501430,12,1,12.0,38,true
2026-03-12,2,2,3501430,13,1,19.0,60,true
2026-03-12,4,2,3501226,1,1,29.0,157,true
2026-03-12,4,2,3501226,2,1,28.0,152,true
2026-03-12,4,2,3501226,3,1,26.0,141,true
2026-03-12,4,2,3501226,4,1,27.0,146,true
2026-03-12,4,2,3501226,5,1,26.0,141,true
2026-03-12,4,2,3501226,6,1,50.0,271,true
2026-03-12,4,2,3501226,7,1,14.0,76,true
2026-03-12,4,2,3501226,8,1,12.0,65,true
2026-03-12,4,2,3501226,9,1,12.0,65,true
2026-03-12,4,2,3501226,10,1,14.0,76,true
2026-03-12,4,2,3501226,11,1,16.0,87,true
2026-03-12,4,2,3501226,12,1,16.0,87,true
2026-03-12,4,2,3501226,13,1,32.0,173,true
2026-03-12,6,2,3500888,1,1,25.0,41,true
2026-03-12,6,2,3500888,2,1,26.0,42,true
2026-03-12,6,2,3500888,3,1,26.0,42,true
2026-03-12,6,2,3500888,4,1,24.0,39,true
2026-03-12,6,2,3500888,5,1,24.0,39,true
2026-03-12,6,2,3500888,6,1,45.0,73,true
2026-03-12,6,2,3500888,7,1,14.0,23,true
2026-03-12,6,2,3500888,8,1,14.0,23,true
2026-03-12,6,2,3500888,9,1,14.0,23,true
2026-03-12,6,2,3500888,10,1,14.0,23,true
2026-03-12,6,2,3500888,11,1,14.0,23,true
2026-03-12,6,2,3500888,12,1,14.0,23,true
2026-03-12,6,2,3500888,13,1,24.0,39,true
2026-03-13,1,3,3500005,1,1,10.0,57,true
2026-03-13,1,3,3500005,2,1,9.0,51,true
2026-03-13,1,3,3500005,3,1,12.0,68,true
2026-03-13,1,3,3500005,4,1,11.0,63,true
2026-03-13,1,3,3500005,5,1,10.0,57,true
2026-03-13,1,3,3500005,6,1,23.0,130,true
2026-03-13,1,3,3500005,7,1,11.0,63,true
2026-03-13,1,3,3500005,8,1,9.0,51,true
2026-03-13,1,3,3500005,9,1,8.0,46,true
2026-03-13,1,3,3500005,10,1,7.0,40,true
2026-03-13,1,3,3500005,11,1,10.0,57,true
2026-03-13,1,3,3500005,12,1,11.0,63,true
2026-03-13,1,3,3500005,13,1,12.0,68,true
2026-03-13,2,3,3501430,1,1,16.0,50,true
2026-03-13,2,3,3501430,2,1,18.0,57,true
2026-03-13,2,3,3501430,3,1,19.0,60,true
2026-03-13,2,3,3501430,4,1,16.0,50,true
2026-03-13,2,3,3501430,5,1,10.0,32,true
2026-03-13,2,3,3501430,6,1,23.0,72,true
2026-03-13,2,3,3501430,7,1,16.0,50,true
2026-03-13,2,3,3501430,8,1,10.0,32,true
2026-03-13,2,3,3501430,9,1,10.0,32,true
2026-03-13,2,3,3501430,10,1,10.0,32,true
2026-03-13,2,3,3501430,11,1,10.0,32,true
2026-03-13,2,3,3501430,12,1,10.0,32,true
2026-03-13,2,3,3501430,13,1,16.0,50,true
2026-03-13,4,3,3501226,1,1,20.0,109,true
2026-03-13,4,3,3501226,2,1,16.0,87,true
2026-03-13,4,3,3501226,3,1,19.0,103,true
2026-03-13,4,3,3501226,4,1,18.0,98,true
2026-03-13,4,3,3501226,5,1,19.0,103,true
2026-03-13,4,3,3501226,6,1,21.0,114,true
2026-03-13,4,3,3501226,7,1,11.0,60,true
2026-03-13,4,3,3501226,8,1,16.0,87,true
2026-03-13,4,3,3501226,9,1,10.0,55,true
2026-03-13,4,3,3501226,10,1,11.0,60,true
2026-03-13,4,3,3501226,11,1,11.0,60,true
2026-03-13,4,3,3501226,12,1,11.0,60,true
2026-03-13,4,3,3501226,13,1,10.0,55,true
2026-03-13,6,3,3500888,1,1,16.0,26,true
2026-03-13,6,3,3500888,2,1,16.0,26,true
2026-03-13,6,3,3500888,3,1,24.0,39,true
2026-03-13,6,3,3500888,4,1,16.0,26,true
2026-03-13,6,3,3500888,5,1,19.0,31,true
2026-03-13,6,3,3500888,6,1,21.0,34,true
2026-03-13,6,3,3500888,7,1,22.0,36,true
2026-03-13,6,3,3500888,8,1,22.0,36,true
2026-03-13,6,3,3500888,9,1,16.0,26,true
2026-03-13,6,3,3500888,10,1,19.0,31,true
2026-03-13,6,3,3500888,11,1,10.0,17,true
2026-03-13,6,3,3500888,12,1,10.0,17,true
2026-03-13,6,3,3500888,13,1,16.0,26,true
2026-03-13,1,1,3500005,1,1,12.0,68,true
2026-03-13,1,1,3500005,2,1,14.0,80,true
2026-03-13,1,1,3500005,3,1,11.0,63,true
2026-03-13,1,1,3500005,4,1,12.0,68,true
2026-03-13,1,1,3500005,5,1,10.0,57,true
2026-03-13,1,1,3500005,6,1,23.0,130,true
2026-03-13,1,1,3500005,7,1,12.0,68,true
2026-03-13,1,1,3500005,8,1,10.0,57,true
2026-03-13,1,1,3500005,9,1,11.0,63,true
2026-03-13,1,1,3500005,10,1,10.0,57,true
2026-03-13,1,1,3500005,11,1,12.0,68,true
2026-03-13,1,1,3500005,12,1,16.0,91,true
2026-03-13,1,1,3500005,13,1,24.0,136,true
2026-03-13,2,1,3501430,1,1,28.0,88,true
2026-03-13,2,1,3501430,2,1,16.0,50,true
2026-03-13,2,1,3501430,3,1,22.0,69,true
2026-03-13,2,1,3501430,4,1,12.0,38,true
2026-03-13,2,1,3501430,5,1,11.0,35,true
2026-03-13,2,1,3501430,6,1,31.0,97,true
2026-03-13,2,1,3501430,7,1,12.0,38,true
2026-03-13,2,1,3501430,8,1,10.0,32,true
2026-03-13,2,1,3501430,9,1,11.0,35,true
2026-03-13,2,1,3501430,10,1,9.0,29,true
2026-03-13,2,1,3501430,11,1,12.0,38,true
2026-03-13,2,1,3501430,12,1,16.0,50,true
2026-03-13,2,1,3501430,13,1,21.0,66,true
2026-03-13,4,1,3501226,1,1,28.0,152,true
2026-03-13,4,1,3501226,2,1,26.0,141,true
2026-03-13,4,1,3501226,3,1,17.0,92,true
2026-03-13,4,1,3501226,4,1,14.0,76,true
2026-03-13,4,1,3501226,5,1,18.0,98,true
2026-03-13,4,1,3501226,6,1,48.0,260,true
2026-03-13,4,1,3501226,7,1,12.0,65,true
2026-03-13,4,1,3501226,8,1,10.0,55,true
2026-03-13,4,1,3501226,9,1,11.0,60,true
2026-03-13,4,1,3501226,10,1,10.0,55,true
2026-03-13,4,1,3501226,11,1,12.0,65,true
2026-03-13,4,1,3501226,12,1,19.0,103,true
2026-03-13,4,1,3501226,13,1,25.0,136,true
2026-03-13,6,1,3500888,1,1,12.0,20,true
2026-03-13,6,1,3500888,2,1,36.0,59,true
2026-03-13,6,1,3500888,3,1,19.0,31,true
2026-03-13,6,1,3500888,4,1,14.0,23,true
2026-03-13,6,1,3500888,5,1,12.0,20,true
2026-03-13,6,1,3500888,6,1,29.0,47,true
2026-03-13,6,1,3500888,7,1,11.0,18,true
2026-03-13,6,1,3500888,8,1,10.0,17,true
2026-03-13,6,1,3500888,9,1,8.0,13,true
2026-03-13,6,1,3500888,10,1,10.0,17,true
2026-03-13,6,1,3500888,11,1,11.0,18,true
2026-03-13,6,1,3500888,12,1,14.0,23,true
2026-03-13,6,1,3500888,13,1,17.0,28,true
2026-03-13,1,2,3500005,1,1,26.0,147,true
2026-03-13,1,2,3500005,2,1,21.0,119,true
2026-03-13,1,2,3500005,3,1,24.0,136,true
2026-03-13,1,2,3500005,4,1,21.0,119,true
2026-03-13,1,2,3500005,5,1,22.0,125,true
2026-03-13,1,2,3500005,6,1,41.0,232,true
2026-03-13,1,2,3500005,7,1,16.0,91,true
2026-03-13,1,2,3500005,8,1,14.0,80,true
2026-03-13,1,2,3500005,9,1,12.0,68,true
2026-03-13,1,2,3500005,10,1,12.0,68,true
2026-03-13,1,2,3500005,11,1,12.0,68,true
2026-03-13,1,2,3500005,12,1,12.0,68,true
2026-03-13,1,2,3500005,13,1,10.0,57,true
